Language,Glot500,SeamlessM4T,NLLB,Qwen,LLAMA,GPT-2,r50k_base,p50k_base,p50k_edit,cl100k_base,RoBERTa,GottBERT,CamemBERT,PhoBERT,RoCBert,XLM-RoBERTa,M2M100,MBart50,mT5,FlanT5,ByT5,CANINE,BLOOM,ArabicBERT,MuRIL,UTF-32,BERT Japanese
North Levantine Arabic,6.23558022073954e-05,2.516577957293672e-05,7.549828870545601e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.824619382538203e-05,3.145189825310915e-05,0.814365492008473,0.12489697548442838,0.6582990247871656,7.282260413632391e-05,7.630384189843959e-05,7.282154352543657e-05,7.432549612268662e-05,0.8143603133159268,3.118097960244251e-05,3.282747753662608e-05,0.0,0.0,0.0,0.0,0.947756261169731
Standard Arabic,0.00015047550258817863,0.00018056190865974915,0.00018056408219277022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0261633436511093e-05,2.9166423613136558e-05,0.8167839917389716,0.1434432730233591,0.6981129813456097,0.00015678449258836944,0.00015901362624458741,0.00015678225794957314,0.00014679313459801266,0.8167778477029578,2.8993841224893145e-05,3.0577967264101906e-05,0.0,0.0,0.0,0.0,0.9582095011659275
Standard Arabic (Romanized),0.0009183503088996493,0.0007956096811232562,0.0009945210928882702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.539848520387703e-05,4.311181048048113e-05,0.001107227372397473,0.0022305062245787893,0.0,0.0009251173688624515,0.0009584250744722186,0.0009164634884404558,0.0009218450949061474,0.0010698393477506921,4.628680627649093e-05,4.630533073582478e-05,0.0,0.0,0.0,0.0,0.0
Najdi Arabic,2.9946395951247268e-05,7.188469694609845e-05,5.9904631826132796e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5903380391141043e-05,2.42621868964781e-05,0.8171842078860239,0.14267544831808154,0.6972558206243725,4.2513391718391296e-05,3.649857047265649e-05,2.834185950940241e-05,3.379710471469611e-05,0.817184758084733,2.4129934873305775e-05,2.6182351349700213e-05,0.0,0.0,0.0,0.0,0.9570232978964035
Moroccan Arabic,8.702084149153722e-05,1.2041954168322435e-05,0.0001324630909660172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.236053637247586e-05,7.482509633731153e-05,0.8150727408976977,0.13178618303305095,0.6802713749745286,9.424436216762033e-05,9.477662334585174e-05,8.077979428079056e-05,8.271885044431839e-05,0.8150592063635542,7.431131984335174e-05,7.60507303106896e-05,0.0,0.0,0.0,0.0,0.9383330371423494
Egyptian Arabic,0.0008814589665653496,0.000789801685732973,0.000900878665218679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010783948093263178,0.0001093064505711262,0.8163907789174368,0.11901843152995802,0.6743870007849202,0.0008859167809785093,0.000907192921409753,0.000885904122311924,0.0008822652757078987,0.8163910289768617,0.00011121875988611199,0.00011163505162004787,0.0,0.0,0.0,0.0,0.9479470346055413
Assamese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013997597079168077,0.00014011894880327757,0.8343345082658988,0.9702388324171899,0.9682697718713476,0.0,0.07481471024211195,0.0,0.0,0.8343262833879456,0.0001396058865125539,0.0001405718462706289,0.0,0.966610322042456,0.0,0.0,0.9670666267474264
Asturian,0.002120689150846813,0.0,0.007868352536716581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0058338362502514e-05,9.506426344208684e-06,0.022101648612244125,0.007202114168997996,7.140944389895563e-05,0.002119955230759102,0.002118412420730374,0.0021199273167777106,0.0021145165122356856,0.009964311920485625,1.084767335485994e-05,1.1220993731204836e-05,0.0,0.0,0.0,0.0,0.0
Awadhi,0.0010178182614633392,0.0008130417407361472,0.0010197613207287158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020100343028222467,0.0002011733046119754,0.7894283561201421,0.5072536491817288,0.974011558249348,0.0010252654705236177,0.001427682002619206,0.001025252956756295,0.0010238875790225161,0.789426312906003,0.0002004255187937467,0.0002016025425638309,0.0,0.8834720193101696,0.0,0.0,0.9736160144219935
Central Aymara,0.0,0.0,0.0003299869274409514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.456519603026432e-05,2.3478403781588234e-05,0.016810338204336268,0.006241371141010873,0.017025089605734768,0.0,0.0,0.0,0.0,0.011903625194945734,2.8745751018677552e-05,2.941911948575379e-05,0.0,0.0,0.025324742123425385,0.0,0.009179775055366355
South Azerbaijani,0.0006780562387821578,0.0006756258752426111,0.0009581721024507095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.209901011983923e-05,9.530617107457708e-05,0.8395323377498316,0.1091119722786082,0.8232898886904861,0.0006815030667638004,0.0008086876155268023,0.000681495059160821,0.0006767280734733337,0.8395234954889222,9.489061484373888e-05,9.550434978902221e-05,0.0,0.0039388819922155744,0.0035153352468797368,0.0,0.9173023430433966
North Azerbaijani,0.0003441371542985859,0.0004034494931665742,0.00040345457983987894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15007673689255016,0.0016347163452772415,0.18497824978843652,0.0003507848811716215,0.0003751829016645615,0.00035077975416185564,0.00034907158219509726,0.1173025561799171,0.0,0.0,0.0,0.0,0.14152440088965135,0.0,0.16987966830849804
Bashkir,0.0002317497103128621,0.0017310783519034992,0.0024730030500370952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8977492693665314e-05,1.5943826709736258e-05,0.7250716536555241,0.18913965784240958,0.664428364097218,0.0010254657323534439,0.00023089059633910132,0.0010254573865486035,0.00022837785115473552,0.31438062732309063,1.8717322674164688e-05,1.904362895393346e-05,0.0,0.6466787887406926,0.7760231770514547,0.0,0.9503893788703321
Bambara,0.002502062870984056,0.0024423731946241387,0.00257442735494092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142295962460093e-05,6.886246100663146e-05,0.09013108356476046,0.05032023526789159,0.20696542403693205,0.004569961963144872,0.0026641433860343767,0.004560687611362944,0.0025104371655049382,0.09011058006483605,7.01275213612121e-05,7.226593865424763e-05,0.0,0.3291409221838651,0.3638319556109161,0.0,0.07472374791047044
Balinese,0.0007722237072678132,0.0008084954211172785,0.0008862491448473164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9289751355105033e-05,1.8247509214992153e-05,0.0008633921719109746,0.0010368405320579884,0.0,0.0007759629573093166,0.000782730997370513,0.0007759530866396143,0.0007777240964849227,0.0008085782135520622,2.4236968301507887e-05,2.4331915130280024e-05,0.0,0.0,0.0,0.0,0.0
Belarusian,0.00011865211200759374,0.0018703970697112574,0.003838248044344429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.900669474514718e-06,3.0399756801945584e-06,0.6644604928270624,0.030240404367366757,0.12933138116154222,0.0001260817238810247,0.00019263329717234597,0.0001260802787520345,0.00012439715226211437,0.3185385290740866,1.867315994681884e-06,3.4075149334341957e-06,0.0,0.0,0.6869487652341244,0.0,0.9581793884128607
Bemba,0.00015114682654642097,0.0,0.001288768443239988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.546025169289756e-05,1.5005664638400996e-05,0.00029659948688288767,0.0007731777605960498,0.0,0.00016194486253739022,0.00023671328340261143,0.00016194331983805668,0.00015546357294156512,0.00023564301806979632,1.8813318575330095e-05,1.8858850930212823e-05,0.0,0.0,0.0,0.0,0.0
Bengali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.078674466856746e-05,8.156945564994542e-05,0.8362316287497483,0.9757454528538866,0.9717646538572092,0.0,0.0,0.0,0.0,0.836212428127477,8.132918505199153e-05,8.257086349463486e-05,0.0,0.9715294488047316,0.0,0.0,0.9728634109118657
Bhojpuri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.830764704791033e-05,5.799700296568458e-05,0.7836066200359286,0.5309900550390962,0.9607476958724559,0.0,0.0,0.0,0.0,0.7836068394039893,5.9277100164259965e-05,5.9436306073201755e-05,0.0,0.8679168564179298,0.0,0.0,0.9588519313304721
Banjar (Arabic script),0.0006009953986289792,0.0,0.0014560721783018447,1.4170628538228814e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.05450568745128e-05,6.183569568592963e-05,0.8313603702350505,0.1671057995366734,0.6638200599512627,0.04749370266100705,0.047496811745855266,0.04749328870759684,0.0069002490315439955,0.8313576734629367,6.171710706775167e-05,6.242690849463753e-05,0.0,0.031071446377823202,0.3667981533790426,0.0,0.9662704572670422
Banjar (Latin script),0.00011090163025396473,0.0,0.0007616619775231996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023029588415195842,0.0008211886458302415,0.0,0.00012486819468338975,0.0001229323462321236,0.00012486646225564328,0.00011758864877577151,0.00017250842938916334,3.667786564164258e-06,3.673175533712405e-06,0.0,0.0,0.0,0.0,0.0
Standard Tibetan,0.0005451851851851852,0.0,0.0016262635716959941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2745331703630254e-05,1.282378602463799e-05,0.9745190855071004,0.16241094089761787,0.5063536506569029,0.9188158459264909,0.9746707193515705,0.9188177809557859,0.004183893044329441,0.9745839636913767,1.2795056920555492e-05,1.3717891560067217e-05,0.0,0.987119556761218,0.506067500948047,0.0,0.9823100989895881
Bosnian,0.00025164354691579376,0.0001553628428575464,0.0016525190322170592,0.00012030075187969925,0.0,0.0,0.0,0.0,0.0,0.0,3.478109647406634e-05,3.438346155499205e-05,0.02564189966509583,0.0008687404150451657,0.0,0.00025403846441219983,0.0002706103616707484,0.0002540346682606097,0.00025222994198711334,0.02491572622013777,4.105243515581265e-05,4.2184060560971305e-05,0.0,0.0,0.11602671980342154,0.0,0.0698336446935326
Buginese,0.0013815473330129745,0.0,0.003956402001473953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021589319331940103,0.00021302339849009014,0.0014901974296247804,0.0026621619231245465,0.0,0.001379525176334468,0.0015167585914297836,0.0013795098290075316,0.0013737715312268836,0.0014406440850876104,0.00021490905119415446,0.00021762864573320905,0.0,0.0,0.0,0.0,0.0048909635616247475
Bulgarian,0.0,0.00020565817041350145,0.0020051929355510423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428981322078451,0.0016740292955126715,0.1278126161854009,0.0,0.0,0.0,0.0,0.1468878982142027,0.0,0.0,0.0,0.0,0.3426687774021016,0.0,0.9524210357543691
Catalan,9.549534801233254e-05,9.414802759882181e-05,0.00010759919300605245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.909133248114788e-06,9.06355363811043e-06,0.008859513429897343,0.0008610108633923828,0.0,0.00010602907847477171,0.0001001552406229656,0.00010602767322271113,0.00010043297772619738,0.005958043762194237,1.3707737332337238e-05,1.3993206298342155e-05,0.0,0.0,0.011388365715847101,0.0,0.018425448201625776
Cebuano,0.0,1.305329661005887e-05,6.52673350041771e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011739845034045551,0.0003742292153944291,0.0,0.0,0.0002063746847053428,0.0,0.0,5.445963935616604e-05,6.4305993640137225e-06,6.4324193937444725e-06,0.0,0.0,0.0,0.0,0.0
Czech,2.933454582789422e-05,0.0002663576917442433,0.0015448951868524093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.253788290934941e-06,7.328423289729215e-06,0.10354137013429049,0.0034198839508574022,0.0,4.307436070469654e-05,3.861997940267765e-05,4.3073742246726395e-05,3.5855145213338114e-05,0.08516818020394704,7.132540432588577e-06,7.965525206904518e-06,0.0,0.0,0.33858897126969417,0.0,0.3131086980857495
Chokwe,6.63129973474801e-05,4.9987503124218944e-05,0.0010372536522575888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.792368224381237e-06,8.373175694345595e-06,0.0013251587254992409,0.0009991371088605295,0.0,6.501527859046876e-05,7.516939961126682e-05,6.501457410036084e-05,6.473679099727026e-05,0.0005971428015084347,1.4382436168950477e-05,1.4435117754473081e-05,0.0,0.0,0.0,0.0,0.0
Central Kurdish,9.801450614690974e-05,0.00010336718608677675,0.00010336852170092903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3433609654647177e-05,2.175237100843992e-05,0.8399284000457021,0.3360872361299529,0.9437338515086161,0.00010953622362915417,0.00013989215586529658,0.00010223306217230652,0.00010456513972516796,0.8399136727180398,2.1682614229432416e-05,2.3824177569536817e-05,0.0,0.05501638478133707,0.7439736461401705,0.0,0.977046100486536
Crimean Tatar,0.0035423901370932875,0.0036714767943838507,0.0038463607509817634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.639827951074541e-06,7.580179347043351e-06,0.0910873440285205,0.018156847226425195,0.2730376613665216,0.003539887599445296,0.003585386380143185,0.0035398445387862347,0.0035407182599898838,0.06522262334536703,1.0277210628006085e-05,1.1287998224021613e-05,0.0,0.0,0.16842913348047212,0.0,0.19724079810851092
Welsh,9.713689016246146e-05,8.53939711856343e-05,9.759430049285121e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007561997256922563,0.001855999498801823,0.0,0.00010547657833979866,0.00012049380552299789,9.375585974123383e-05,9.870339629413612e-05,0.0008421659177669306,3.597652891253746e-06,3.6107470274525096e-06,0.0,0.0,0.0,0.0,0.0044224491944824685
Danish,0.0027624740530332588,0.0027572833184359236,0.002863376056722116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.991706883286871e-06,1.007211635308811e-05,0.023560888745715998,0.002922180654047313,0.0,0.002757986669731096,0.0027686426623942436,0.002757944412098183,0.002759006757567276,0.02349751468594668,1.4683856568089043e-05,1.4995145321702098e-05,0.0,0.0,0.0,0.0,0.10042813969106783
German,5.9011846628210614e-05,0.0002983254860759822,0.001063609006952371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7761989342806394e-05,1.7091679770287825e-05,0.01471656097206758,0.000463312512869792,0.0,5.736658683149999e-05,6.372186679580964e-05,5.736576411197797e-05,6.398607662972537e-05,0.0002648572293411361,2.6032853461067868e-05,2.645703872979757e-05,0.0,0.0,0.008616576126853619,0.0,0.00631586392248391
Southwestern Dinka,0.003140158882665854,0.0028763440860215053,0.003239290850683477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001842171920694499,0.00018254692646533594,0.09464318521823574,0.025000227357469602,0.08548501152959262,0.003336221405594893,0.01694742631332369,0.003336188180930946,0.0031491527051029714,0.10821042005496047,0.00018379488490844219,0.00018474376940372822,0.0,0.218746653530659,0.2729243122090589,0.0,0.20105094406840043
Dyula,7.276255154014067e-05,0.0,0.0012007041022113938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.049868199299944e-05,6.56458733362874e-05,0.0030906653201232784,0.0024886358418660178,0.003937915492427628,8.150208339700684e-05,0.0001343669250645995,7.131359644654536e-05,7.865654619105675e-05,0.0029434926864534785,6.830969458376027e-05,6.889292890632475e-05,0.0,0.006495162498605333,0.006931271632130175,0.0,0.0050614455321807954
Dzongkha,0.0004314654038410944,0.0007723761926397093,0.0005338543145651359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9578873291603393,0.1592834149393922,0.5127275854443598,0.9088747609448493,0.9610952610322724,0.9088763309327729,0.005449005198064169,0.9578596556193297,0.0,0.0,0.0,0.9984948363672108,0.5126621940430551,0.0,0.9984508704632635
Greek,0.0014362188275231754,0.001508680006931773,0.0025586658239719466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.722121917820168e-06,7.615469557160446e-06,0.8285589083534604,0.06820500383044414,0.05271627523427899,0.001442268861992177,0.001446845875990341,0.001430714203299873,0.001432532347504621,0.8285880124641046,8.881215518680749e-06,9.672458319765023e-06,0.0,0.0,0.8628651497151908,0.0,0.8892650096621577
English,0.0,0.0,0.00033586350507153895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016209678424918017,0.000299275752678518,0.0,0.0,0.002240666519392811,0.0,0.0,8.639159582555809e-05,1.1565328686641274e-05,1.1575413821044103e-05,0.0,0.0,0.0,0.0,0.0
Esperanto,0.0,0.00013603406292935752,0.0005033328798802884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017834053714581254,0.019101219408203293,0.0,0.0,0.002009384740092934,0.0,0.0,0.017772315836740483,7.593879333257394e-06,7.736584762022653e-06,0.0,0.0,0.11216178365357683,0.0,0.11178637672983392
Estonian,4.6515233739049536e-05,0.0001448309822437216,0.0011296980230284597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.800358271295988e-05,1.8281702757794862e-05,0.029134502821029654,0.0005141295426051034,0.0,5.9822924144532185e-05,5.2605968147086285e-05,4.486652209676213e-05,5.4413625171743e-05,0.010674788995004198,1.905538638606975e-05,1.9643432414806434e-05,0.0,0.0,0.08031918941543546,0.0,0.10074712832834151
Basque,0.00013420016700465228,6.61787089857451e-05,0.0013765353663701822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030253001529937507,0.001058618771643371,0.0,0.00014428973378544116,0.0001410473406165051,0.00014428765186275358,0.00013739008792965627,0.0002297061983624171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ewe,0.0010874014942175826,0.0010056501660645999,0.0011379876144603821,0.0008613196365073094,0.0,0.0,0.0,0.0,0.0,0.0,3.938222417674742e-05,3.862072516848291e-05,0.09676632363378282,0.07628357841123798,0.20653573059834737,0.0018742659125175973,0.007590132827324478,0.001874250299880048,0.0010929964790495103,0.09667607818426378,3.6129386559145614e-05,3.967120505252468e-05,0.0,0.33111659764256135,0.3948723282541994,0.0,0.1634806071820883
Faroese,0.00021641215695291684,8.941002158613379e-05,0.001315621407587176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07486062373725866,0.019094685339944507,0.1797928683234342,0.0002210021867584795,0.00022347866896104768,0.00022099961615856142,0.00021766575247050628,0.05618760893677706,3.5209779868456263e-06,3.7909373850872105e-06,0.0,0.0,0.19733064985964727,0.0,0.25808294883712996
Fijian,0.0,0.0,0.00039309671447229936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.261458643138033e-06,1.515117080672409e-05,0.00010633424944379007,0.00043776824034334765,0.0,9.75048508663306e-06,0.00020408758272835942,9.750390015600624e-06,9.578268823692806e-06,5.716964520518186e-05,1.646480811912618e-05,1.6479731578132054e-05,0.0,0.0,0.0,0.0,0.0
Finnish,0.0001963064192199085,0.00022155448163174875,0.00047080979284369113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03892810144754157,0.00044664246676574007,0.0,0.00020591263421091338,0.00020563173925895463,0.00020590960568310512,0.0001966413654776419,0.0003899485796618683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fon,0.022367359568566347,0.013852082563479914,0.027567493374721527,0.02204329632460584,0.0,0.0,0.0,0.0,0.0,0.0,0.00015862204099913223,0.0001610439327848637,0.22516510341434492,0.13957749012344856,0.30073309527715036,0.023314261269450832,0.024655087795833787,0.023314105434833466,0.022386712402960824,0.200875803596385,0.00016204184960070443,0.00016204584766936616,0.0,0.48138358883314547,0.5317471583154079,0.0,0.2606807549604775
French,0.00022452618371524797,0.0,0.004115942749847673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857932190795553e-05,2.5777182038459557e-05,0.00034312482284316214,0.002836030597908102,0.0,0.00023270245113248526,0.0002255567690773541,0.0002197716959911057,0.00022837505709376427,0.0005409908788937818,2.8071226057583442e-05,2.9174460029368957e-05,0.0,0.0,0.0,0.0,0.03982660525602818
Friulian,0.00014676026710368613,0.0,0.001480013699300357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.201748332183115e-06,8.624927766229958e-06,0.0013241453857586812,0.0022266494784952537,0.0,0.00015074348841966986,0.00014998446589460377,0.0001507418653229106,0.00015024489918567265,0.001253876129051634,1.3617948456065094e-05,1.408014418067641e-05,0.0,0.0,0.03488671841434423,0.0,0.05022789837086511
Nigerian Fulfulde,0.00028799868343459004,0.0,0.0030047178148495603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002867301296020186,0.0002861045481393975,0.018839049620797535,0.0207542498762172,0.0753864421532229,0.00047008645004471556,0.0003110265118998743,0.0004700810603194258,0.0002873332030756146,0.018798268006591914,0.0002903436539748853,0.000293165527037294,0.0,0.06982229488863277,0.06993099627885692,0.0,0.0016454365222695786
West Central Oromo,0.00017185505253854464,0.0,0.00795709065189202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018822608211174606,0.00019135797925973902,0.0002517931267670482,0.00719472535305386,0.0,0.00017874950608689108,0.00020115398867185432,0.00017874782445082083,0.00018021914648212227,0.00024095593792098835,0.00019231508904188623,0.00019532012969256611,0.0,0.0,0.0,0.0,0.0
Scottish Gaelic,0.00026241421073879695,0.0,0.008786457885227566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.049451905114378e-06,6.830227856401289e-06,0.009082859475089583,0.003025494238213179,0.0,0.0002677913905067952,0.0003522642764883166,0.0002582249426166794,0.00026305622004652805,0.009084209177134069,1.201641442210059e-05,1.249168522202409e-05,0.0,0.0,0.054221546360566746,0.0,0.06696498256933243
Irish,0.00012657062640953652,0.0,0.0004980788387647645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05110688896953654,0.0005170391406346462,0.0,0.00013434389798820014,0.0001364170584284755,0.00013434239398146076,0.00013664064421509058,0.025808047493403694,6.272364901100487e-06,6.67095831651696e-06,0.0,0.0,0.0,0.0,0.021096153846153848
Galician,0.0,0.0,0.0008722451590393673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019984085899558246,0.0002942447564664883,0.0,0.0,0.0,0.0,0.0,0.00917569432328263,3.402946270881329e-06,3.487723214285714e-06,0.0,0.0,0.0,0.0,0.005922066485653482
Guarani,0.00166265646543567,0.0,0.008835361497875753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86742468190432e-05,4.5162358679452634e-05,0.049328329360221634,0.009135698546705949,0.0,0.0016698403398271568,0.001674085542868202,0.0016698240337480225,0.001667088121528851,0.03829901762885211,4.257009876262913e-05,4.580921986898563e-05,0.0,0.0,0.08063462435837611,0.0,0.1438471927455142
Gujarati,0.0007961572145112921,0.0007080569426846538,0.0008322877976671097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.839566520064265e-05,8.834661632459476e-05,0.8190052530547031,0.9622500630296918,0.9601777261024832,0.0008043529690087533,0.000851063829787234,0.0008043434546551378,0.0008015502510349687,0.8189981259413408,8.798998457859744e-05,8.845252310822166e-05,0.0,0.960102280171594,0.0,0.0,0.9595609351400796
Haitian Creole,0.00027636609295112927,0.00018219361107737155,0.0005314061005420342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.997242536866083e-05,3.752028440375578e-05,0.00792413981998319,0.0006438882542320075,0.0,0.00027698162287145644,0.0003683643259614991,0.00027697828731078166,0.00027518575038150753,0.00788826815642458,3.6658085959138455e-05,3.767645138063263e-05,0.0,0.0,0.040280016783340325,0.0,0.040842806198640474
